State,County,Total_Population,Pop_Density,Land_Area,Total_Households,Low_Income(<50000),Average_Income(50k-100k),High_Income(100k+),White_only,Black_only,Native_American_only,Asian_only,Pacific_Islander_only,Other_Race_only,Mixed_Race,Non-Hispanic,Hispanic,Total_Deaths,Total_Cases,People_of_Color,POC%,H%,LI%,HI%,High_High-Income,High_Low-Income,Pop_density_size,Hispanic_Representation
Georgia,Baker,3189,5.794748183,550.3258984,1385,829,389,167,1810,1236,7,95,20,21,0,3055,134,867,15358,1379,43.2,4.201944183,59.9,12.1,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Baldwin,45286,108.7728592,416.3354748,16122,9402,4618,2102,24371,19060,140,690,0,352,673,44289,997,10284,316168,20915,46.2,2.201563397,58.3,13,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Banks,18510,49.56377543,373.4582332,6603,3556,2251,796,17211,502,67,230,0,260,240,17274,1236,1092,79544,1299,7,6.677471637,53.9,12.1,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Barrow,76887,296.6744953,259.1628239,25319,10976,9264,5079,61173,8841,134,2811,6,2167,1755,68875,8012,8088,354258,15714,20.4,10.42048721,43.4,20.1,No,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Bartow,103620,140.3036411,738.5410611,37351,17028,12951,7372,87027,11113,258,1032,2,2202,1986,94989,8631,15554,499021,16593,16,8.329473075,45.6,19.7,No,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Ben Hill,17154,42.61600721,402.5248052,6569,4541,1500,528,10375,6286,0,18,9,277,189,16112,1042,3216,115432,6779,39.5,6.074384983,69.1,8,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Berrien,19025,26.07464319,729.6360629,7322,4581,2036,705,16067,2273,91,34,0,233,327,18100,925,1426,70356,2958,15.5,4.862023653,62.6,9.6,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Bibb,153490,382.4068376,401.3788063,58010,33927,14470,9613,62851,83068,275,3019,63,1020,3194,148567,4923,24875,901814,90639,59.1,3.207375073,58.5,16.6,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Bleckley,12775,36.77190336,347.4119866,4168,2275,1354,539,8903,3590,9,28,0,226,19,12415,360,2823,63660,3872,30.3,2.818003914,54.6,12.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Brantley,18561,26.02112772,713.3049804,6564,4232,1565,767,17399,655,35,183,3,14,272,18169,392,1716,61114,1162,6.3,2.111955175,64.5,11.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Brooks,15622,19.68246136,793.7015456,6350,4030,1485,835,9618,5358,0,128,7,133,378,14726,896,4162,83475,6004,38.4,5.735501216,63.5,13.1,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Bryan,35885,50.95950006,704.1866571,12636,4771,3888,3977,27652,5296,162,525,25,889,1336,33431,2454,2124,165952,8233,22.9,6.838511913,37.8,31.5,Yes,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Bulloch,74782,68.74287353,1087.850946,26955,15553,7092,4310,49030,21072,260,1054,186,950,2230,71888,2894,4033,381127,25752,34.4,3.86991522,57.7,16,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Burke,22550,16.94239018,1330.981034,8184,4764,2091,1329,10934,10958,5,68,0,351,234,21847,703,1901,122524,11616,51.5,3.11751663,58.2,16.2,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Butts,23750,80.33969327,295.6197495,8157,4774,1925,1458,16289,6858,10,105,60,185,243,22999,751,8165,118678,7461,31.4,3.162105263,58.5,17.9,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Calhoun,6428,14.24539266,451.233613,1853,1342,381,130,2180,3919,0,34,0,214,81,6129,299,1677,48338,4248,66.1,4.65152458,72.4,7,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Camden,52714,51.96581805,1014.397579,19327,8464,6581,4282,38452,9862,363,1118,64,993,1862,49248,3466,1809,189577,14262,27.1,6.575103388,43.8,22.2,No,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Candler,10827,27.67883101,391.1653637,3965,2535,1100,330,7355,2572,69,247,0,300,284,9575,1252,2555,65579,3472,32.1,11.56368338,63.9,8.3,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Carroll,116022,144.4357004,803.2778577,41150,20717,12439,7994,87288,21996,977,872,108,2549,2232,108179,7843,12366,478599,28734,24.8,6.759924842,50.3,19.4,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Catoosa,66299,254.0438018,260.9746805,24636,11022,8153,5461,61318,1558,220,953,24,752,1474,64357,1942,2998,196925,4981,7.5,2.929154286,44.7,22.2,No,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Charlton,12983,10.34151228,1255.425671,3559,2099,766,694,8684,3358,245,107,16,236,337,11880,1103,1173,88703,4299,33.1,8.495725179,59,19.5,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Chatham,287049,411.7872476,697.0808388,108151,49540,33533,25078,151228,114130,778,7391,370,4495,8657,269042,18007,23809,1274826,135821,47.3,6.273145003,45.8,23.2,No,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Chattahoochee,10767,26.89713454,400.3028643,2550,1348,818,384,7510,2263,37,391,35,193,338,9114,1653,150,231103,3257,30.2,15.35246587,52.9,15.1,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Chattooga,24817,49.21571984,504.2494569,9098,6018,2221,859,21407,2507,29,130,0,404,340,23587,1230,2731,110076,3410,13.7,4.956279969,66.1,9.4,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Cherokee,241910,356.9787202,677.659441,85825,25365,28280,32180,209053,16478,864,4534,118,5278,5585,216933,24977,15824,982485,32857,13.6,10.32491422,29.6,37.5,Yes,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Clarke,124602,649.4095068,191.8696888,47224,29021,10446,7757,78342,34354,168,5048,83,3320,3287,111330,13272,7045,701133,46260,37.1,10.65151442,61.5,16.4,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Clay,3001,9.54299345,314.4715561,1202,911,212,79,902,2036,0,41,0,16,6,3001,0,562,20563,2099,69.9,0,75.8,6.6,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Clayton,278666,1222.143944,228.0140579,92845,50703,30302,11840,47590,192765,571,14586,127,15787,7240,241963,36703,27616,1205139,231076,82.9,13.17096452,54.6,12.8,No,Yes,Large,Hispanics Not Proportionatley Represented
Georgia,Clinch,6743,5.141025876,1311.605925,2502,1739,523,240,4439,1862,4,29,0,313,96,6398,345,1354,58319,2304,34.2,5.116417025,69.5,9.6,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Cobb,745057,1362.535641,546.8165218,277222,90606,85160,101456,441978,203874,1737,39150,472,35405,22441,649438,95619,77054,3192960,303079,40.7,12.83378319,32.7,36.6,Yes,No,Large,Hispanics Not Proportionatley Represented
Georgia,Coffee,42961,45.07198307,953.1641847,14298,8954,3603,1741,29193,12056,79,327,0,850,456,38035,4926,8286,331183,13768,32,11.46621354,62.6,12.2,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Colquitt,45606,51.80329668,880.3686816,15374,9883,3712,1779,29397,10491,246,385,9,4227,851,36944,8662,6149,334526,16209,35.5,18.99311494,64.3,11.6,No,Yes,Medium,Hispanics Proportionatley Represented
Georgia,Columbia,147295,315.4032684,467.0053065,46840,13715,16583,16542,109501,24575,436,5995,0,1742,5046,137814,9481,8350,582102,37794,25.7,6.436742591,29.3,35.3,Yes,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Cook,17184,46.7400375,367.6505394,6233,3752,1715,766,11861,4723,45,109,0,225,221,16196,988,1966,90758,5323,31,5.749534451,60.2,12.3,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Coweta,140516,198.0991719,709.3214911,51308,17801,17405,16102,107831,24730,307,2702,34,1591,3321,130954,9562,7557,419916,32685,23.3,6.804919013,34.7,31.4,Yes,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Crawford,12344,23.60690781,522.8977934,4637,2647,1331,659,9181,2978,0,25,0,21,139,12184,160,564,27489,3163,25.6,1.29617628,57.1,14.2,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Crisp,22846,52.06064445,438.8343679,8329,5511,1775,1043,12104,9974,0,220,30,85,433,22097,749,3569,103784,10742,47,3.278473256,66.2,12.5,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Dade,16227,57.96102743,279.9639813,6070,3302,1780,988,15407,103,0,268,24,37,388,15867,360,745,47018,820,5.1,2.218524681,54.4,16.3,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Dawson,23861,70.32538301,339.2942772,8711,3094,2886,2731,22979,230,12,148,0,105,387,22819,1042,1299,123488,882,3.7,4.366958635,35.5,31.4,Yes,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Decatur,26833,27.9172581,961.1617268,10153,6275,2569,1309,14060,11165,19,90,0,1295,204,25256,1577,4439,178876,12773,47.6,5.877091641,61.8,12.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,De Kalb,743187,1724.827893,430.876033,277757,118316,81857,77584,256546,401085,5661,45322,269,13542,20762,679451,63736,61327,3208693,486641,65.5,8.576038063,42.6,27.9,Yes,No,Large,Hispanics Not Proportionatley Represented
Georgia,Dodge,20919,26.20893052,798.163053,7694,4971,1744,979,14102,5868,2,79,0,282,586,20195,724,2382,72965,6817,32.6,3.460968498,64.6,12.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Dooly,13905,22.00588149,631.8765285,4861,2983,1215,663,6277,6824,8,15,0,538,243,12947,958,3321,65355,7628,54.9,6.889608055,61.4,13.6,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Dougherty,91049,172.1478967,528.899869,34780,22128,8105,4547,24556,62847,194,849,38,1064,1501,88562,2487,40865,636934,66493,73,2.731496227,63.6,13.1,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Douglas,141840,440.3734386,322.0902706,48968,19685,16852,12431,67261,65482,168,2253,1,3632,3043,128469,13371,12230,600675,74579,52.6,9.426818951,40.2,25.4,Yes,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Early,10348,12.54383101,824.947338,4082,2738,947,397,4735,5315,9,57,0,151,81,10119,229,7474,95584,5613,54.2,2.212988017,67.1,9.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Echols,3994,5.903233128,676.5783958,1559,999,342,218,2946,143,82,0,0,662,161,3010,984,268,44907,1048,26.2,24.63695543,64.1,14,No,Yes,Small,Hispanics Proportionatley Represented
Georgia,Effingham,58689,76.16021559,770.5991842,20489,7654,6916,5919,48093,7955,75,552,24,664,1326,56206,2483,3074,217796,10596,18.1,4.230775784,37.4,28.9,Yes,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Elbert,19212,34.00138799,565.035757,7491,4616,1846,1029,13085,5889,0,42,0,106,90,18137,1075,997,99933,6127,31.9,5.59546117,61.6,13.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Emanuel,22499,20.54191474,1095.272777,8392,5566,2084,742,13935,7698,11,63,0,332,460,21496,1003,4243,145374,8564,38.1,4.45797591,66.3,8.8,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Evans,10727,36.44427253,294.3398031,4006,2307,1151,548,6291,3262,1,91,0,1011,71,9471,1256,762,60316,4436,41.4,11.70877226,57.6,13.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Fannin,24925,40.00906219,622.9838601,10461,5545,3301,1615,24160,79,88,165,28,78,327,24360,565,2661,100982,765,3.1,2.266800401,53,15.4,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Fayette,111369,355.6830566,313.1130312,39753,10355,11901,17497,75542,24316,276,5034,118,2481,3602,103388,7981,8119,297948,35827,32.2,7.166267094,26,44,Yes,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Floyd,96824,118.0120704,820.4584467,35633,18828,10344,6461,75735,13861,177,1540,0,3551,1960,86402,10422,7961,500316,21089,21.8,10.7638602,52.8,18.1,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Forsyth,219880,608.2679513,361.4854268,73675,16214,20007,37454,178874,7301,415,26049,95,2573,4573,199005,20875,7409,649027,41006,18.6,9.493814808,22,50.8,Yes,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Franklin,22514,53.48484441,420.9416751,8305,4807,2464,1034,19338,2150,16,198,0,505,307,21511,1003,1951,121726,3176,14.1,4.455005774,57.9,12.5,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Fulton,1021902,1205.614312,847.6193341,400016,159409,106305,134302,458596,451053,3837,70225,321,15106,22764,947574,74328,102972,4616350,563306,55.1,7.273495893,39.9,33.6,Yes,No,Large,Hispanics Not Proportionatley Represented
Georgia,Gilmer,29922,43.62302334,685.9221968,11645,5865,3845,1935,27122,135,523,142,3,1403,594,26493,3429,2189,141953,2800,9.4,11.45979547,50.4,16.6,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Glascock,3009,13.00707818,231.3355819,1105,653,337,115,2661,275,15,0,2,0,56,2960,49,235,6420,348,11.6,1.628447989,59.1,10.4,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Glynn,83974,124.3658641,675.217437,33777,16669,9115,7993,57000,21957,360,1076,57,1481,2043,78396,5578,12422,529739,26974,32.1,6.642532212,49.4,23.7,No,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Gordon,56790,98.99971993,573.6379865,20294,11529,5589,3176,50658,2255,468,637,14,1793,965,47926,8864,6978,313615,6132,10.8,15.60838176,56.8,15.6,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Grady,24926,34.08057167,731.3844452,9037,5134,2384,1519,16529,7163,133,141,91,222,647,22152,2774,3014,119611,8397,33.7,11.12894167,56.8,16.8,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Greene,16976,27.22001782,623.658666,7004,3516,1824,1664,9924,6028,0,171,3,678,172,15958,1018,3628,79119,7052,41.5,5.996701225,50.2,23.8,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Gwinnett,902298,1301.594836,693.2249385,288724,102357,98435,87932,448155,245748,3509,102858,269,74969,26790,713690,188608,68014,4515691,454143,50.3,20.90307193,35.5,30.5,Yes,No,Large,Hispanics Proportionatley Represented
Georgia,Habersham,44289,99.41190941,445.5100024,15195,7721,4996,2478,38359,1358,45,907,248,2414,958,37888,6401,11799,290274,5930,13.4,14.45279866,50.8,16.3,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Hall,195961,309.8352551,632.4683741,63931,26789,21180,15962,166426,14540,472,3348,35,6857,4283,140808,55153,25360,1580718,29535,15.1,28.14488597,41.9,25,No,No,Medium,Hispanics Proportionatley Represented
Georgia,Hancock,8535,11.25830408,758.1070772,2991,2031,642,318,2094,6178,0,74,14,122,53,8371,164,7785,72028,6441,75.5,1.921499707,67.9,10.6,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Haralson,28956,63.76568362,454.1000481,11128,5986,2988,2154,26752,1347,91,219,0,56,491,28501,455,1836,80546,2204,7.6,1.571349634,53.8,19.4,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Harris,33590,45.00214538,746.4088592,12158,4201,3649,4308,26584,5417,41,420,4,170,954,32435,1155,3778,133108,7006,20.9,3.43852337,34.6,35.4,Yes,No,Small,Hispanics Not Proportionatley Represented
Georgia,Hart,25631,68.52356985,374.0464786,10019,5701,2956,1362,19823,4730,10,248,7,269,544,24679,952,1854,77864,5808,22.7,3.714252273,56.9,13.6,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Heard,11677,24.51493264,476.3219288,4489,2368,1549,572,10145,1085,2,58,20,37,330,11365,312,1022,33597,1532,13.1,2.671919157,52.8,12.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Henry,221307,431.5246614,512.8490207,73826,26072,27077,20677,109034,93814,149,7422,9,2891,7988,206568,14739,15769,867955,112273,50.7,6.659979124,35.3,28,Yes,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Houston,151682,250.6370413,605.1858865,56146,24044,18270,13832,92943,46232,629,4392,13,1898,5575,141706,9976,13404,500141,58739,38.7,6.576917498,42.8,24.6,No,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Irwin,9268,16.25136872,570.2904264,3291,2142,809,340,6318,2759,13,36,0,22,120,9133,135,901,46658,2950,31.8,1.456624946,65.1,10.3,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Jackson,65755,120.288844,546.6425463,22034,8310,8089,5635,57489,4393,81,1049,8,1003,1732,60905,4850,5303,318638,8266,12.6,7.375864953,37.7,25.6,Yes,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Jasper,13784,23.24878716,592.8911434,5087,2807,1640,640,10380,2881,8,36,0,343,136,13245,539,507,36198,3404,24.7,3.910330818,55.2,12.6,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Jeff Davis,14991,28.14887505,532.561247,5270,3472,1321,477,11392,2465,0,39,0,768,327,13237,1754,2756,104615,3599,24,11.70035355,65.9,9.1,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Jefferson,15772,18.61222723,847.3999271,5609,3550,1476,583,6826,8515,20,18,0,273,120,15196,576,3663,115306,8946,56.7,3.652041593,63.3,10.4,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Jenkins,8827,15.7916791,558.9652591,3409,2419,776,214,5363,2955,127,109,0,201,72,8080,747,4629,61859,3464,39.2,8.462671349,71,6.3,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Johnson,9730,19.95239978,487.6606376,3361,2002,968,391,6281,3256,0,19,0,0,174,9501,229,2948,62624,3449,35.4,2.353545735,59.6,11.6,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Jones,28548,45.02935792,633.9863884,10510,4949,3371,2190,20790,7082,56,213,0,10,397,28103,445,1503,83980,7758,27.2,1.558778198,47.1,20.8,No,No,Small,Hispanics Not Proportionatley Represented
Georgia,Lamar,18513,62.6889789,295.3150669,6368,3638,1781,949,12186,5392,19,149,0,149,618,18075,438,2812,63188,6327,34.2,2.36590504,57.1,14.9,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Lanier,10366,32.77332901,316.2937764,3724,2437,819,468,7669,2507,28,32,0,46,84,9792,574,1023,47786,2697,26,5.537333591,65.4,12.6,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Laurens,47418,36.49567859,1299.277115,17183,10686,4206,2291,28020,17645,44,535,7,822,345,46177,1241,9348,249663,19398,40.9,2.617149606,62.2,13.3,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Lee,29348,51.24175901,572.7359983,10354,3716,3580,3058,21735,5956,30,758,38,163,668,28509,839,6088,138016,7613,25.9,2.858797874,35.9,29.5,Yes,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Liberty,62108,74.72285136,831.1781318,23232,12675,7670,2887,28881,25503,285,1324,322,2039,3754,54263,7845,2841,168056,33227,53.5,12.63122303,54.6,12.4,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Lincoln,7799,23.03477403,338.5750601,3424,1906,1005,513,5217,2462,4,15,2,46,53,7670,129,1002,33234,2582,33.1,1.654058213,55.7,15,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Long,18156,28.17658703,644.3647693,5601,2434,2254,913,11752,4299,50,202,95,723,1035,16113,2043,528,35688,6404,35.3,11.25247852,43.5,16.3,No,No,Small,Hispanics Not Proportionatley Represented
Georgia,Lowndes,114582,143.2090793,800.1029024,40472,23317,10527,6628,66261,41718,335,2114,91,1764,2299,108237,6345,11184,650200,48321,42.2,5.537518982,57.6,16.4,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Lumpkin,31951,70.16749367,455.3533029,11649,6141,3539,1969,29981,605,203,96,35,449,582,30421,1530,2081,133843,1970,6.2,4.788582517,52.7,16.9,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,McDuffie,21498,51.90258317,414.1990376,8103,4818,2130,1155,11746,8692,0,97,195,407,361,20861,637,2578,92780,9752,45.4,2.963066332,59.5,14.3,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,McIntosh,14120,20.34008278,694.195798,6033,3185,1872,976,8832,4840,16,235,20,26,151,13981,139,869,42551,5288,37.5,0.984419263,52.8,16.2,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Macon,13480,20.90564799,644.801826,4673,3317,992,364,4705,8171,27,63,1,342,171,12911,569,2173,43609,8775,65.1,4.221068249,71,7.8,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Madison,28900,63.60571879,454.3616604,10712,5190,3648,1874,24483,2534,82,347,0,890,564,27405,1495,1525,106666,4417,15.3,5.173010381,48.5,17.5,No,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Marion,8484,14.40295009,589.0459902,3331,1790,1130,411,5288,2576,14,89,36,371,110,7881,603,1267,32684,3196,37.7,7.107496464,53.7,12.3,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Meriwether,21113,26.17402997,806.6392538,8151,5069,2267,815,12062,8169,30,132,0,297,423,20664,449,2007,88653,9051,42.9,2.126651826,62.2,10,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Miller,5836,12.84007092,454.5146237,2300,1301,721,278,3989,1780,45,0,0,7,15,5802,34,166,41253,1847,31.6,0.582590816,56.6,12.1,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Mitchell,22432,27.2154799,824.2367976,7889,5199,1882,808,11106,10461,48,101,8,187,521,21416,1016,9826,152748,11326,50.5,4.529243937,65.9,10.2,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Monroe,27010,42.3721927,637.4463599,9803,4488,2661,2654,19829,6302,52,251,0,326,250,26379,631,7599,109840,7181,26.6,2.336171788,45.8,27.1,Yes,No,Small,Hispanics Not Proportionatley Represented
Georgia,Montgomery,9036,23.28357421,388.0847467,3039,1785,801,453,6156,2374,20,32,0,392,62,8447,589,792,43701,2880,31.9,6.518370961,58.7,14.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Morgan,18235,32.61473251,559.1031598,6656,2712,2264,1680,13482,4258,37,5,0,191,262,17648,587,497,69748,4753,26.1,3.219084179,40.7,25.2,Yes,No,Small,Hispanics Not Proportionatley Represented
Georgia,Murray,39557,71.34996079,554.4081533,14081,7588,4831,1662,38261,424,46,152,0,340,334,33720,5837,1347,155521,1296,3.3,14.75592183,53.9,11.8,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Muscogee,196670,564.5319108,348.3771178,72924,39263,21487,12174,86552,90001,811,4817,329,5471,8689,181812,14858,24444,954285,110118,56,7.554787207,53.8,16.7,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Newton,106497,241.6877707,440.6387617,36626,17190,11793,7643,54326,46869,323,1145,84,1002,2748,100764,5733,12158,416903,52171,49,5.383250232,46.9,20.9,No,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Oconee,37017,124.7785042,296.6616745,13093,3856,3502,5735,32796,2005,15,1517,2,104,578,35213,1804,4230,118396,4221,11.4,4.873436529,29.5,43.8,Yes,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Oglethorpe,14784,20.92271605,706.6004223,5621,3150,1613,858,11610,2623,24,64,0,229,234,14137,647,2072,57528,3174,21.5,4.376352814,56,15.3,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Paulding,155840,310.0196018,502.6778922,52389,18328,18938,15123,117516,29448,468,1570,61,2617,4160,146349,9491,8381,444480,38324,24.6,6.090220739,35,28.9,Yes,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Peach,26966,111.4948071,241.8587979,10103,5675,2654,1774,13152,12047,32,271,31,1082,351,24948,2018,3581,104520,13814,51.2,7.483497738,56.2,17.6,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Pickens,30832,82.55711868,373.4626461,11841,4675,4087,3079,27688,409,225,136,13,107,2254,29887,945,1656,101805,3144,10.2,3.064997405,39.5,26,Yes,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Pierce,19164,34.9765094,547.9105928,7072,3917,2190,965,16402,1832,59,0,0,617,254,18198,966,2951,97997,2762,14.4,5.040701315,55.4,13.6,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Pike,18082,51.99619341,347.7562262,6106,2703,1877,1526,15903,1811,0,69,0,74,225,17803,279,1543,55119,2179,12.1,1.54297091,44.3,25,No,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Polk,41621,83.33587685,499.4367561,15011,8338,4630,2043,32159,5091,201,155,24,3071,920,36158,5463,2985,221950,9462,22.7,13.12558564,55.5,13.6,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Pulaski,11295,28.15679539,401.1465027,3817,2322,941,554,7133,3929,17,10,0,29,177,10832,463,2392,43520,4162,36.8,4.09915892,60.8,14.5,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Putnam,21503,38.76436208,554.7105343,8660,4213,2852,1595,14830,5633,8,175,0,586,271,20122,1381,4229,109759,6673,31,6.422359671,48.6,18.4,No,No,Small,Hispanics Not Proportionatley Represented
Georgia,Quitman,2276,9.351149369,243.3925403,934,626,244,64,882,1192,0,138,5,0,59,2270,6,241,6339,1394,61.2,0.263620387,67,6.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Rabun,16457,27.62714965,595.6821535,6563,3851,1804,908,15119,393,91,170,1,544,139,15126,1331,1319,57207,1338,8.1,8.087743817,58.7,13.8,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Randolph,7087,10.28326852,689.1777637,2616,1985,430,201,2492,4406,0,0,0,78,111,6991,96,6106,64640,4595,64.8,1.354592917,75.9,7.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Richmond,201463,385.9727625,521.9617019,72165,42089,20228,9848,76073,113881,515,3762,436,2137,4659,191704,9759,24831,1082491,125390,62.2,4.84406566,58.3,13.6,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Rockdale,89011,426.0447293,208.9240727,30521,13208,10186,7127,35556,47414,112,1743,319,1512,2355,79973,9038,5959,310767,53455,60.1,10.15380122,43.3,23.4,No,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Schley,5211,19.39967243,268.6127829,1877,1101,539,237,3454,1558,0,0,0,150,49,4943,268,365,16372,1757,33.7,5.142966801,58.7,12.6,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Screven,13990,13.46141843,1039.26641,5257,3075,1503,679,7775,5868,31,100,0,95,121,13714,276,1772,58016,6215,44.4,1.972837741,58.5,12.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Seminole,8437,22.06976817,382.2876585,3325,2180,798,347,5215,2790,0,67,0,154,211,8177,260,1432,53285,3222,38.2,3.081664099,65.6,10.4,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Spalding,64719,205.2074446,315.3832948,24137,13641,7168,3328,40745,21697,282,627,19,292,1057,61859,2860,10263,232503,23974,37,4.419104127,56.5,13.8,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Stephens,25676,89.05522369,288.3154849,9468,5325,2681,1462,21558,2876,40,84,2,489,627,24833,843,4953,170034,4118,16,3.283221686,56.2,15.4,No,Yes,Medium,Hispanics Not Proportionatley Represented
